"name","match_id","date","rank","round","match_minutes","sets","tournament","total_pts","winner","hand","avg_odds","max_odds","birthday","max(year)","experience"
"Mario Ancic","m_2007_A_113",2007-01-21,10,"4th Round",183,2,"Australian Open",129,FALSE,"R",NA,NA,1984-03-30,2007,51
"Mario Ancic","m_2007_A_3",2007-01-15,10,"1st Round",115,3,"Australian Open",100,TRUE,"R",NA,NA,1984-03-30,2007,52
"Mario Ancic","m_2007_A_74",2007-01-17,10,"2nd Round",157,3,"Australian Open",117,TRUE,"R",NA,NA,1984-03-30,2007,53
"Mario Ancic","m_2008_F_111",2008-05-31,46,"3rd Round",96,0,"French Open",56,FALSE,"R",NA,NA,1984-03-30,2008,54
"Mario Ancic","m_2008_F_31",2008-05-27,46,"1st Round",137,3,"French Open",109,TRUE,"R",NA,NA,1984-03-30,2008,55
"Mario Ancic","m_2008_F_82",2008-05-29,46,"2nd Round",162,3,"French Open",123,TRUE,"R",NA,NA,1984-03-30,2008,56
"Mario Ancic","m_2008_L_102",2008-06-27,43,"3rd Round",191,3,"Wimbledon",146,TRUE,"R",NA,NA,1984-03-30,2008,57
"Mario Ancic","m_2008_L_112",2008-06-30,43,"4th Round",230,3,"Wimbledon",177,TRUE,"R",NA,NA,1984-03-30,2008,58
"Mario Ancic","m_2008_L_120",2008-02-07,43,"Quarterfinals",102,0,"Wimbledon",68,FALSE,"R",NA,NA,1984-03-30,2008,59
"Mario Ancic","m_2008_L_29",2008-06-23,43,"1st Round",94,2,"Wimbledon",88,TRUE,"R",NA,NA,1984-03-30,2008,60
"Mario Ancic","m_2008_L_76",2008-06-25,43,"2nd Round",199,3,"Wimbledon",162,TRUE,"R",NA,NA,1984-03-30,2008,61
"Mario Ancic","m_2009_A_105",2009-01-24,36,"3rd Round",154,0,"Australian Open",98,FALSE,"R",NA,NA,1984-03-30,2009,62
"Mario Ancic","m_2009_A_39",2009-01-20,36,"1st Round",174,3,"Australian Open",128,TRUE,"R",NA,NA,1984-03-30,2009,63
"Mario Ancic","m_2009_A_87",2009-01-22,36,"2nd Round",211,3,"Australian Open",149,TRUE,"R",NA,NA,1984-03-30,2009,64
"Marius Copil","m_2015_A_54",2015-01-20,194,"1st Round",124,3,"Australian Open",110,TRUE,"R",2.09,2.3,1990-10-17,2015,1
"Marius Copil","m_2015_A_87",2015-01-22,194,"2nd Round",136,0,"Australian Open",104,FALSE,"R",12.09,15,1990-10-17,2015,2
"Marius Copil","m_2016_L_61",2016-06-30,174,"1st Round",124,1,"Wimbledon",100,FALSE,"R",1.65,1.77,1990-10-17,2016,3
"Marius Copil","m_2017_F_2",2017-05-28,94,"1st Round",186,1,"French Open",106,FALSE,"R",4.41,4.85,1990-10-17,2017,4
"Marius Copil","m_2017_L_16",2017-03-07,85,"1st Round",137,1,"Wimbledon",116,FALSE,"R",1.93,2.06,1990-10-17,2017,5
"Marius Copil","m_2017_U_14",2017-08-28,87,"1st Round",111,0,"US Open",79,FALSE,"R",7.63,9.5,1990-10-17,2017,6
"Marius Copil","m_2018_A_19",2018-01-15,92,"1st Round",121,0,"Australian Open",89,FALSE,"R",3.07,3.3,1990-10-17,2018,7
"Marius Copil","m_2018_F_16",2018-05-28,94,"1st Round",221,2,"French Open",168,FALSE,"R",2.8,3,1990-10-17,2018,8
"Marius Copil","m_2018_L_44",2018-03-07,94,"1st Round",179,1,"Wimbledon",147,FALSE,"R",2.49,2.65,1990-10-17,2018,9
"Marius Copil","m_2018_U_39",2018-08-28,82,"1st Round",95,0,"US Open",56,FALSE,"R",8.79,11.51,1990-10-17,2018,10
"Marius Copil","m_2019_A_53",2019-01-15,60,"1st Round",105,3,"Australian Open",91,TRUE,"R",1.62,1.67,1990-10-17,2019,11
"Marius Copil","m_2019_A_88",2019-01-17,60,"2nd Round",162,1,"Australian Open",109,FALSE,"R",4.46,5,1990-10-17,2019,12
"Marius Copil","m_2019_F_37",2019-05-27,83,"1st Round",138,1,"French Open",106,FALSE,"R",4.97,5.6,1990-10-17,2019,13
"Marius Copil","m_2019_L_15",2019-01-07,88,"1st Round",174,1,"Wimbledon",124,FALSE,"R",1.83,1.92,1990-10-17,2019,14
"Marius Copil","m_2019_U_50",2019-08-27,93,"1st Round",255,3,"US Open",173,TRUE,"R",2.92,3.1,1990-10-17,2019,15
"Marius Copil","m_2019_U_92",2019-08-29,93,"2nd Round",83,0,"US Open",55,FALSE,"R",6.01,6.75,1990-10-17,2019,16
"Mark Hilton","m_2001_L_10",2001-06-25,383,"1st Round",116,0,"Wimbledon",88,FALSE,"L",NA,NA,1981-04-20,2001,1
"Mark Hilton","m_2003_L_45",2003-06-24,382,"1st Round",96,0,"Wimbledon",62,FALSE,"L",NA,NA,1981-04-20,2003,2
"Mark Hilton","m_2004_L_50",2004-06-24,479,"1st Round",98,3,"Wimbledon",92,TRUE,"L",NA,NA,1981-04-20,2004,3
"Mark Hilton","m_2004_L_79",2004-06-25,479,"2nd Round",97,0,"Wimbledon",70,FALSE,"L",NA,NA,1981-04-20,2004,4
"Mark Philippoussis","m_2000_A_102",2000-01-17,19,"3rd Round",95,3,"Australian Open",94,TRUE,"R",NA,NA,1976-11-07,2000,1
"Mark Philippoussis","m_2000_A_114",2000-01-17,19,"4th Round",165,1,"Australian Open",127,FALSE,"R",NA,NA,1976-11-07,2000,2
"Mark Philippoussis","m_2000_A_58",2000-01-17,19,"1st Round",163,3,"Australian Open",139,TRUE,"R",NA,NA,1976-11-07,2000,3
"Mark Philippoussis","m_2000_A_90",2000-01-17,19,"2nd Round",117,3,"Australian Open",115,TRUE,"R",NA,NA,1976-11-07,2000,4
"Mark Philippoussis","m_2000_F_107",2000-05-29,25,"3rd Round",133,3,"French Open",112,TRUE,"R",NA,NA,1976-11-07,2000,5
"Mark Philippoussis","m_2000_F_114",2000-05-29,25,"4th Round",142,1,"French Open",99,FALSE,"R",NA,NA,1976-11-07,2000,6
"Mark Philippoussis","m_2000_F_46",2000-05-29,25,"1st Round",219,3,"French Open",173,TRUE,"R",NA,NA,1976-11-07,2000,7
"Mark Philippoussis","m_2000_F_86",2000-05-29,25,"2nd Round",161,3,"French Open",126,TRUE,"R",NA,NA,1976-11-07,2000,8
"Mark Philippoussis","m_2000_L_104",2000-06-26,18,"3rd Round",299,3,"Wimbledon",247,TRUE,"R",NA,NA,1976-11-07,2000,9
"Mark Philippoussis","m_2000_L_115",2000-06-26,18,"4th Round",192,3,"Wimbledon",158,TRUE,"R",NA,NA,1976-11-07,2000,10
"Mark Philippoussis","m_2000_L_120",2000-06-26,18,"Quarterfinals",118,0,"Wimbledon",96,FALSE,"R",NA,NA,1976-11-07,2000,11
"Mark Philippoussis","m_2000_L_43",2000-06-26,18,"1st Round",133,3,"Wimbledon",129,TRUE,"R",NA,NA,1976-11-07,2000,12
"Mark Philippoussis","m_2000_L_83",2000-06-26,18,"2nd Round",138,3,"Wimbledon",135,TRUE,"R",NA,NA,1976-11-07,2000,13
"Mark Philippoussis","m_2000_U_47",2000-08-28,15,"1st Round",101,3,"US Open",100,TRUE,"R",NA,NA,1976-11-07,2000,14
"Mark Philippoussis","m_2000_U_73",2000-08-28,15,"2nd Round",136,0,"US Open",92,FALSE,"R",NA,NA,1976-11-07,2000,15
"Mark Philippoussis","m_2002_A_46",2002-01-14,78,"1st Round",118,3,"Australian Open",110,TRUE,"R",NA,NA,1976-11-07,2002,16
"Mark Philippoussis","m_2002_A_90",2002-01-14,78,"2nd Round",133,0,"Australian Open",94,FALSE,"R",NA,NA,1976-11-07,2002,17
"Mark Philippoussis","m_2002_F_46",2002-05-27,130,"1st Round",239,3,"French Open",193,TRUE,"R",NA,NA,1976-11-07,2002,18
"Mark Philippoussis","m_2002_F_83",2002-05-27,130,"2nd Round",166,0,"French Open",126,FALSE,"R",NA,NA,1976-11-07,2002,19
"Mark Philippoussis","m_2002_L_106",2002-06-24,104,"3rd Round",137,3,"Wimbledon",114,TRUE,"R",NA,NA,1976-11-07,2002,20
"Mark Philippoussis","m_2002_L_114",2002-06-24,104,"4th Round",246,2,"Wimbledon",201,FALSE,"R",NA,NA,1976-11-07,2002,21
"Mark Philippoussis","m_2002_L_42",2002-06-24,104,"1st Round",141,3,"Wimbledon",125,TRUE,"R",NA,NA,1976-11-07,2002,22
"Mark Philippoussis","m_2002_L_83",2002-06-24,104,"2nd Round",118,3,"Wimbledon",104,TRUE,"R",NA,NA,1976-11-07,2002,23
"Mark Philippoussis","m_2002_U_57",2002-08-26,70,"1st Round",186,2,"US Open",124,FALSE,"R",NA,NA,1976-11-07,2002,24
"Mark Philippoussis","m_2003_A_109",2003-01-17,104,"3rd Round",196,1,"Australian Open",127,FALSE,"R",NA,NA,1976-11-07,2003,25
"Mark Philippoussis","m_2003_A_47",2003-01-13,104,"1st Round",165,3,"Australian Open",136,TRUE,"R",NA,NA,1976-11-07,2003,26
"Mark Philippoussis","m_2003_A_86",2003-01-15,104,"2nd Round",159,3,"Australian Open",119,TRUE,"R",NA,NA,1976-11-07,2003,27
"Mark Philippoussis","m_2003_F_22",2003-05-26,52,"1st Round",185,3,"French Open",155,TRUE,"R",NA,NA,1976-11-07,2003,28
"Mark Philippoussis","m_2003_F_76",2003-05-28,52,"2nd Round",128,0,"French Open",88,FALSE,"R",NA,NA,1976-11-07,2003,29
"Mark Philippoussis","m_2003_L_106",2003-06-28,48,"3rd Round",215,3,"Wimbledon",179,TRUE,"R",NA,NA,1976-11-07,2003,30
"Mark Philippoussis","m_2003_L_114",2003-06-30,48,"4th Round",193,3,"Wimbledon",165,TRUE,"R",NA,NA,1976-11-07,2003,31
"Mark Philippoussis","m_2003_L_123",2003-03-07,48,"Quarterfinals",207,3,"Wimbledon",168,TRUE,"R",NA,NA,1976-11-07,2003,32
"Mark Philippoussis","m_2003_L_124",2003-04-07,48,"Semifinals",116,3,"Wimbledon",96,TRUE,"R",NA,NA,1976-11-07,2003,33
"Mark Philippoussis","m_2003_L_126",2003-06-07,48,"The Final",116,0,"Wimbledon",87,FALSE,"R",NA,NA,1976-11-07,2003,34
"Mark Philippoussis","m_2003_L_32",2003-06-24,48,"1st Round",131,3,"Wimbledon",123,TRUE,"R",NA,NA,1976-11-07,2003,35
"Mark Philippoussis","m_2003_L_90",2003-06-26,48,"2nd Round",106,3,"Wimbledon",107,TRUE,"R",NA,NA,1976-11-07,2003,36
"Mark Philippoussis","m_2003_U_109",2003-08-31,20,"3rd Round",193,1,"US Open",125,FALSE,"R",NA,NA,1976-11-07,2003,37
"Mark Philippoussis","m_2003_U_53",2003-08-27,20,"1st Round",110,3,"US Open",99,TRUE,"R",NA,NA,1976-11-07,2003,38
"Mark Philippoussis","m_2003_U_83",2003-08-29,20,"2nd Round",119,3,"US Open",102,TRUE,"R",NA,NA,1976-11-07,2003,39
"Mark Philippoussis","m_2004_A_107",2004-01-24,9,"3rd Round",137,3,"Australian Open",111,TRUE,"R",NA,NA,1976-11-07,2004,40
"Mark Philippoussis","m_2004_A_118",2004-01-26,9,"4th Round",104,0,"Australian Open",75,FALSE,"R",NA,NA,1976-11-07,2004,41
"Mark Philippoussis","m_2004_A_63",2004-01-20,9,"1st Round",143,3,"Australian Open",117,TRUE,"R",NA,NA,1976-11-07,2004,42
"Mark Philippoussis","m_2004_A_95",2004-01-22,9,"2nd Round",156,3,"Australian Open",131,TRUE,"R",NA,NA,1976-11-07,2004,43
"Mark Philippoussis","m_2004_F_26",2004-05-24,18,"1st Round",138,0,"French Open",96,FALSE,"R",NA,NA,1976-11-07,2004,44
"Mark Philippoussis","m_2004_L_109",2004-06-27,17,"3rd Round",143,3,"Wimbledon",139,TRUE,"R",NA,NA,1976-11-07,2004,45
"Mark Philippoussis","m_2004_L_119",2004-06-28,17,"4th Round",187,1,"Wimbledon",129,FALSE,"R",NA,NA,1976-11-07,2004,46
"Mark Philippoussis","m_2004_L_31",2004-06-22,17,"1st Round",92,3,"Wimbledon",95,TRUE,"R",NA,NA,1976-11-07,2004,47
"Mark Philippoussis","m_2004_L_89",2004-06-25,17,"2nd Round",136,3,"Wimbledon",119,TRUE,"R",NA,NA,1976-11-07,2004,48
"Mark Philippoussis","m_2004_U_46",2004-01-09,57,"1st Round",203,2,"US Open",139,FALSE,"R",NA,NA,1976-11-07,2004,49
"Mark Philippoussis","m_2005_L_29",2005-06-20,142,"1st Round",105,3,"Wimbledon",97,TRUE,"R",NA,NA,1976-11-07,2005,50
"Mark Philippoussis","m_2005_L_69",2005-06-22,142,"2nd Round",143,0,"Wimbledon",96,FALSE,"R",NA,NA,1976-11-07,2005,51
"Mark Philippoussis","m_2005_U_63",2005-08-31,209,"1st Round",116,0,"US Open",67,FALSE,"R",NA,NA,1976-11-07,2005,52
"Mark Philippoussis","m_2006_A_63",2006-01-17,165,"1st Round",107,0,"Australian Open",61,FALSE,"R",NA,NA,1976-11-07,2006,53
"Mark Philippoussis","m_2006_L_18",2006-06-27,210,"1st Round",195,3,"Wimbledon",151,TRUE,"R",NA,NA,1976-11-07,2006,54
"Mark Philippoussis","m_2006_L_73",2006-06-28,210,"2nd Round",196,1,"Wimbledon",139,FALSE,"R",NA,NA,1976-11-07,2006,55
"Mark Philippoussis","m_2006_U_31",2006-08-30,113,"1st Round",122,0,"US Open",71,FALSE,"R",NA,NA,1976-11-07,2006,56
"Mark Woodforde","m_2000_A_45",2000-01-17,126,"1st Round",116,3,"Australian Open",106,TRUE,"L",NA,NA,1965-09-23,2000,1
"Mark Woodforde","m_2000_A_86",2000-01-17,126,"2nd Round",178,1,"Australian Open",130,FALSE,"L",NA,NA,1965-09-23,2000,2
"Mark Woodforde","m_2000_L_39",2000-06-26,191,"1st Round",95,0,"Wimbledon",68,FALSE,"L",NA,NA,1965-09-23,2000,3
"Markus Hantschk","m_2000_F_28",2000-05-29,94,"1st Round",184,3,"French Open",180,TRUE,"R",NA,NA,1977-11-19,2000,1
"Markus Hantschk","m_2000_F_77",2000-05-29,94,"2nd Round",205,2,"French Open",126,FALSE,"R",NA,NA,1977-11-19,2000,2
"Markus Hantschk","m_2000_L_12",2000-06-26,92,"1st Round",80,0,"Wimbledon",61,FALSE,"R",NA,NA,1977-11-19,2000,3
"Markus Hantschk","m_2000_U_2",2000-08-28,92,"1st Round",214,2,"US Open",148,FALSE,"R",NA,NA,1977-11-19,2000,4
"Markus Hantschk","m_2001_A_8",2001-01-15,93,"1st Round",81,0,"Australian Open",46,FALSE,"R",NA,NA,1977-11-19,2001,5
"Markus Hipfl","m_2000_A_27",2000-01-17,75,"1st Round",164,2,"Australian Open",142,FALSE,"R",NA,NA,1978-04-26,2000,1
"Markus Hipfl","m_2000_F_31",2000-05-29,105,"1st Round",125,3,"French Open",110,TRUE,"R",NA,NA,1978-04-26,2000,2
"Markus Hipfl","m_2000_F_64",2000-05-29,105,"2nd Round",190,2,"French Open",142,FALSE,"R",NA,NA,1978-04-26,2000,3
"Markus Hipfl","m_2000_L_9",2000-06-26,97,"1st Round",178,2,"Wimbledon",150,FALSE,"R",NA,NA,1978-04-26,2000,4
"Markus Hipfl","m_2000_U_62",2000-08-28,105,"1st Round",98,0,"US Open",83,FALSE,"R",NA,NA,1978-04-26,2000,5
"Markus Hipfl","m_2001_F_54",2001-05-28,81,"1st Round",134,1,"French Open",90,FALSE,"R",NA,NA,1978-04-26,2001,6
"Markus Hipfl","m_2001_L_23",2001-06-25,91,"1st Round",191,2,"Wimbledon",152,FALSE,"R",NA,NA,1978-04-26,2001,7
"Markus Hipfl","m_2001_U_45",2001-08-27,73,"1st Round",149,1,"US Open",107,FALSE,"R",NA,NA,1978-04-26,2001,8
"Markus Hipfl","m_2002_A_28",2002-01-14,75,"1st Round",158,3,"Australian Open",119,TRUE,"R",NA,NA,1978-04-26,2002,9
"Markus Hipfl","m_2002_A_79",2002-01-14,75,"2nd Round",117,0,"Australian Open",77,FALSE,"R",NA,NA,1978-04-26,2002,10
"Markus Hipfl","m_2002_F_44",2002-05-27,90,"1st Round",253,2,"French Open",182,FALSE,"R",NA,NA,1978-04-26,2002,11
"Markus Hipfl","m_2002_L_59",2002-06-24,88,"1st Round",209,2,"Wimbledon",153,FALSE,"R",NA,NA,1978-04-26,2002,12
"Marsel Ilhan","m_2009_U_76",2009-03-09,231,"2nd Round",119,0,"US Open",81,FALSE,"R",NA,NA,1987-06-11,2009,1
"Marsel Ilhan","m_2009_U_9",2009-08-31,231,"1st Round",202,3,"US Open",164,TRUE,"R",NA,NA,1987-06-11,2009,2
"Marsel Ilhan","m_2010_A_25",2010-01-19,154,"1st Round",159,3,"Australian Open",112,TRUE,"R",NA,NA,1987-06-11,2010,3
"Marsel Ilhan","m_2010_A_64",2010-01-20,154,"2nd Round",112,0,"Australian Open",83,FALSE,"R",NA,NA,1987-06-11,2010,4
"Marsel Ilhan","m_2010_L_14",2010-06-21,118,"1st Round",188,3,"Wimbledon",163,TRUE,"R",1.19,1.28,1987-06-11,2010,5
"Marsel Ilhan","m_2010_L_74",2010-06-23,118,"2nd Round",139,1,"Wimbledon",108,FALSE,"R",2.29,2.55,1987-06-11,2010,6
"Marsel Ilhan","m_2011_A_35",2011-01-18,87,"1st Round",131,0,"Australian Open",81,FALSE,"R",7.79,10.4,1987-06-11,2011,7
"Marsel Ilhan","m_2011_F_20",2011-05-23,123,"1st Round",177,3,"French Open",136,TRUE,"R",1.65,1.76,1987-06-11,2011,8
"Marsel Ilhan","m_2011_F_76",2011-05-25,123,"2nd Round",238,2,"French Open",173,FALSE,"R",4.11,4.5,1987-06-11,2011,9
"Marsel Ilhan","m_2011_U_34",2011-08-30,101,"1st Round",76,2,"US Open",62,TRUE,"R",1.67,1.9,1987-06-11,2011,10
"Marsel Ilhan","m_2011_U_76",2011-01-09,101,"2nd Round",99,0,"US Open",60,FALSE,"R",5.01,6,1987-06-11,2011,11
"Marsel Ilhan","m_2014_L_32",2014-06-24,151,"1st Round",168,1,"Wimbledon",140,FALSE,"R",2.56,2.8,1987-06-11,2014,12
"Marsel Ilhan","m_2015_A_42",2015-01-20,100,"1st Round",89,0,"Australian Open",68,FALSE,"R",14.91,22.91,1987-06-11,2015,13
"Marsel Ilhan","m_2015_F_6",2015-05-24,81,"1st Round",96,0,"French Open",78,FALSE,"R",15.89,25.21,1987-06-11,2015,14
"Marsel Ilhan","m_2015_L_29",2015-06-29,82,"1st Round",0,3,"Wimbledon",144,TRUE,"R",7.1,8.45,1987-06-11,2015,15
"Marsel Ilhan","m_2015_L_77",2015-01-07,82,"2nd Round",0,1,"Wimbledon",114,FALSE,"R",9.32,11,1987-06-11,2015,16
"Marsel Ilhan","m_2015_U_3",2015-08-31,84,"1st Round",0,2,"US Open",105,TRUE,"R",2.13,2.25,1987-06-11,2015,17
"Marsel Ilhan","m_2015_U_72",2015-02-09,84,"2nd Round",0,1,"US Open",104,FALSE,"R",3.97,4.38,1987-06-11,2015,18
"Marsel Ilhan","m_2016_F_37",2016-05-24,198,"1st Round",99,0,"French Open",63,FALSE,"R",2.99,3.2,1987-06-11,2016,19
"Martin Alund","m_2013_F_20",2013-05-27,100,"1st Round",130,1,"French Open",83,FALSE,"R",3.52,4,1985-12-26,2013,1
"Martin Alund","m_2013_L_57",2013-06-25,101,"1st Round",129,1,"Wimbledon",94,FALSE,"R",21.85,41,1985-12-26,2013,2
"Martin Damm","m_2000_A_35",2000-01-17,92,"1st Round",111,0,"Australian Open",81,FALSE,"R",NA,NA,1972-08-01,2000,1
"Martin Damm","m_2000_F_49",2000-05-29,84,"1st Round",103,0,"French Open",77,FALSE,"R",NA,NA,1972-08-01,2000,2
"Martin Damm","m_2000_L_107",2000-06-26,86,"3rd Round",150,1,"Wimbledon",123,FALSE,"R",NA,NA,1972-08-01,2000,3
"Martin Damm","m_2000_L_68",2000-06-26,86,"2nd Round",123,3,"Wimbledon",122,TRUE,"R",NA,NA,1972-08-01,2000,4
"Martin Damm","m_2000_L_8",2000-06-26,86,"1st Round",82,3,"Wimbledon",84,TRUE,"R",NA,NA,1972-08-01,2000,5
"Martin Damm","m_2000_U_56",2000-08-28,69,"1st Round",142,0,"US Open",101,FALSE,"R",NA,NA,1972-08-01,2000,6
"Martin Damm","m_2001_F_61",2001-05-28,126,"1st Round",143,1,"French Open",107,FALSE,"R",NA,NA,1972-08-01,2001,7
"Martin Damm","m_2001_L_16",2001-06-25,155,"1st Round",99,0,"Wimbledon",76,FALSE,"R",NA,NA,1972-08-01,2001,8
"Martin Damm","m_2001_U_30",2001-08-27,321,"1st Round",123,0,"US Open",87,FALSE,"R",NA,NA,1972-08-01,2001,9
"Martin Damm","m_2002_A_30",2002-01-14,396,"1st Round",162,1,"Australian Open",128,FALSE,"R",NA,NA,1972-08-01,2002,10
"Martin Fischer","m_2010_F_55",2010-05-25,190,"1st Round",245,2,"French Open",176,FALSE,"R",3.88,4.7,1986-07-21,2010,1
"Martin Fischer","m_2010_L_39",2010-06-22,164,"1st Round",116,3,"Wimbledon",98,TRUE,"R",1.54,1.8,1986-07-21,2010,2
"Martin Fischer","m_2010_L_83",2010-06-24,164,"2nd Round",205,1,"Wimbledon",142,FALSE,"R",2.2,2.52,1986-07-21,2010,3
"Martin Fischer","m_2011_L_11",2011-06-20,151,"1st Round",138,0,"Wimbledon",89,FALSE,"R",1.97,2.6,1986-07-21,2011,4
"Martin Klizan","m_2010_U_2",2010-08-30,293,"1st Round",85,0,"US Open",51,FALSE,"L",5.01,6,1989-07-11,2010,1
"Martin Klizan","m_2012_F_14",2012-05-28,70,"1st Round",17,0,"French Open",18,TRUE,"L",1.17,1.23,1989-07-11,2012,2
"Martin Klizan","m_2012_F_75",2012-05-30,70,"2nd Round",202,1,"French Open",136,FALSE,"L",1.49,1.63,1989-07-11,2012,3
"Martin Klizan","m_2012_L_66",2012-06-27,62,"2nd Round",227,2,"Wimbledon",162,FALSE,"L",5.07,5.9,1989-07-11,2012,4
"Martin Klizan","m_2012_L_8",2012-06-25,62,"1st Round",293,3,"Wimbledon",195,TRUE,"L",1.41,1.48,1989-07-11,2012,5
"Martin Klizan","m_2012_U_114",2012-03-09,52,"4th Round",123,0,"US Open",74,FALSE,"L",3.75,4.55,1989-07-11,2012,6
"Martin Klizan","m_2012_U_19",2012-08-28,52,"1st Round",76,3,"US Open",96,TRUE,"L",1.81,1.93,1989-07-11,2012,7
"Martin Klizan","m_2012_U_68",2012-08-30,52,"2nd Round",132,3,"US Open",110,TRUE,"L",11.43,16,1989-07-11,2012,8
"Martin Klizan","m_2012_U_98",2012-01-09,52,"3rd Round",131,3,"US Open",96,TRUE,"L",2.37,2.5,1989-07-11,2012,9
"Martin Klizan","m_2013_A_61",2013-01-15,30,"1st Round",109,1,"Australian Open",89,FALSE,"L",2.01,2.13,1989-07-11,2013,10
"Martin Klizan","m_2013_F_31",2013-05-27,35,"1st Round",123,2,"French Open",95,TRUE,"L",1.17,1.22,1989-07-11,2013,11
"Martin Klizan","m_2013_F_94",2013-05-31,35,"2nd Round",164,1,"French Open",90,FALSE,"L",28.76,71,1989-07-11,2013,12
"Martin Klizan","m_2013_L_58",2013-06-25,36,"1st Round",110,0,"Wimbledon",74,FALSE,"L",11.17,17.5,1989-07-11,2013,13
"Martin Klizan","m_2013_U_41",2013-08-27,46,"1st Round",80,0,"US Open",45,FALSE,"L",1.9,2.04,1989-07-11,2013,14
"Martin Klizan","m_2014_A_104",2014-01-18,106,"3rd Round",105,0,"Australian Open",75,FALSE,"L",1.64,1.74,1989-07-11,2014,15
"Martin Klizan","m_2014_A_40",2014-01-14,106,"1st Round",82,2,"Australian Open",73,TRUE,"L",5.91,7.9,1989-07-11,2014,16
"Martin Klizan","m_2014_A_82",2014-01-16,106,"2nd Round",172,3,"Australian Open",139,TRUE,"L",1.6,1.69,1989-07-11,2014,17
"Martin Klizan","m_2014_F_106",2014-05-31,59,"3rd Round",254,1,"French Open",167,FALSE,"L",1.39,1.44,1989-07-11,2014,18
"Martin Klizan","m_2014_F_21",2014-05-26,59,"1st Round",117,3,"French Open",103,TRUE,"L",5.6,6.75,1989-07-11,2014,19
"Martin Klizan","m_2014_F_71",2014-05-28,59,"2nd Round",185,3,"French Open",145,TRUE,"L",1.38,1.45,1989-07-11,2014,20
"Martin Klizan","m_2014_L_48",2014-06-24,51,"1st Round",175,1,"Wimbledon",109,FALSE,"L",6.93,9.16,1989-07-11,2014,21
"Martin Klizan","m_2014_U_52",2014-08-27,65,"1st Round",217,3,"US Open",161,TRUE,"L",1.83,1.91,1989-07-11,2014,22
"Martin Klizan","m_2014_U_90",2014-08-29,65,"2nd Round",225,2,"US Open",142,FALSE,"L",7.33,9.65,1989-07-11,2014,23
"Martin Klizan","m_2015_A_67",2015-01-21,34,"2nd Round",151,1,"Australian Open",110,FALSE,"L",1.41,1.45,1989-07-11,2015,24
"Martin Klizan","m_2015_A_8",2015-01-19,34,"1st Round",129,3,"Australian Open",111,TRUE,"L",1.31,1.38,1989-07-11,2015,25
"Martin Klizan","m_2015_F_21",2015-05-25,36,"1st Round",100,3,"French Open",96,TRUE,"L",1.18,1.21,1989-07-11,2015,26
"Martin Klizan","m_2015_F_65",2015-05-27,36,"2nd Round",128,0,"French Open",77,FALSE,"L",2.35,2.55,1989-07-11,2015,27
"Martin Klizan","m_2015_L_6",2015-06-29,39,"1st Round",0,2,"Wimbledon",188,FALSE,"L",3.52,3.75,1989-07-11,2015,28
"Martin Klizan","m_2015_U_15",2015-08-31,36,"1st Round",0,2,"US Open",129,TRUE,"L",1.25,1.31,1989-07-11,2015,29
"Martin Klizan","m_2015_U_66",2015-02-09,36,"2nd Round",0,0,"US Open",87,FALSE,"L",2.92,3.05,1989-07-11,2015,30
"Martin Klizan","m_2016_A_30",2016-01-18,43,"1st Round",196,2,"Australian Open",143,FALSE,"L",7.55,9,1989-07-11,2016,31
"Martin Klizan","m_2016_F_9",2016-05-23,45,"1st Round",189,2,"French Open",130,FALSE,"L",2.79,3.28,1989-07-11,2016,32
"Martin Klizan","m_2016_L_47",2016-06-28,48,"1st Round",170,0,"Wimbledon",140,FALSE,"L",2.86,3,1989-07-11,2016,33
"Martin Klizan","m_2016_U_7",2016-08-29,29,"1st Round",110,0,"US Open",62,FALSE,"L",1.83,1.92,1989-07-11,2016,34
"Martin Klizan","m_2017_A_29",2017-01-16,34,"1st Round",204,2,"Australian Open",156,FALSE,"L",10.2,12,1989-07-11,2017,35
"Martin Klizan","m_2017_F_45",2017-05-30,50,"1st Round",219,3,"French Open",147,TRUE,"L",1.24,1.28,1989-07-11,2017,36
"Martin Klizan","m_2017_F_88",2017-01-06,50,"2nd Round",214,1,"French Open",118,FALSE,"L",8.5,10.16,1989-07-11,2017,37
"Martin Klizan","m_2017_L_46",2017-04-07,47,"1st Round",40,0,"Wimbledon",25,FALSE,"L",13.88,23.25,1989-07-11,2017,38
"Martin Klizan","m_2018_F_5",2018-05-27,117,"1st Round",203,3,"French Open",137,TRUE,"L",1.51,1.57,1989-07-11,2018,39
"Martin Klizan","m_2018_F_77",2018-05-30,117,"2nd Round",115,0,"French Open",76,FALSE,"L",2.2,2.28,1989-07-11,2018,40
"Martin Klizan","m_2019_F_111",2019-01-06,55,"3rd Round",101,0,"French Open",59,FALSE,"L",3.6,3.85,1989-07-11,2019,41
"Martin Klizan","m_2019_F_56",2019-05-28,55,"1st Round",226,3,"French Open",150,TRUE,"L",1.55,1.6,1989-07-11,2019,42
"Martin Klizan","m_2019_F_95",2019-05-31,55,"2nd Round",247,3,"French Open",174,TRUE,"L",2.87,3.1,1989-07-11,2019,43
"Martin Klizan","m_2019_L_25",2019-01-07,56,"1st Round",139,1,"Wimbledon",94,FALSE,"L",3.77,4.26,1989-07-11,2019,44
"Martin Klizan","m_2019_U_39",2019-08-27,83,"1st Round",129,0,"US Open",84,FALSE,"L",6.19,7.39,1989-07-11,2019,45
