name,match_id,rank,round,match_minutes,sets,tournament,total_pts,winner,hand,avg_odds,max_odds,birthday,max(year),experience
Mikhail Youzhny,m_2002_L_95,61,2nd Round,173,3,Wimbledon,154,TRUE,R,NA,NA,6/25/1982,2002,19
Mikhail Youzhny,m_2003_A_111,31,3rd Round,124,3,Australian Open,113,TRUE,R,NA,NA,6/25/1982,2003,20
Mikhail Youzhny,m_2003_A_118,31,4th Round,194,2,Australian Open,151,FALSE,R,NA,NA,6/25/1982,2003,21
Mikhail Youzhny,m_2003_A_63,31,1st Round,125,3,Australian Open,112,TRUE,R,NA,NA,6/25/1982,2003,22
Mikhail Youzhny,m_2003_A_95,31,2nd Round,120,3,Australian Open,101,TRUE,R,NA,NA,6/25/1982,2003,23
Mikhail Youzhny,m_2003_F_28,30,1st Round,93,3,French Open,93,TRUE,R,NA,NA,6/25/1982,2003,24
Mikhail Youzhny,m_2003_F_65,30,2nd Round,259,2,French Open,167,FALSE,R,NA,NA,6/25/1982,2003,25
Mikhail Youzhny,m_2003_L_14,25,1st Round,107,3,Wimbledon,105,TRUE,R,NA,NA,6/25/1982,2003,26
Mikhail Youzhny,m_2003_L_71,25,2nd Round,105,0,Wimbledon,89,FALSE,R,NA,NA,6/25/1982,2003,27
Mikhail Youzhny,m_2003_U_52,36,1st Round,209,2,US Open,159,FALSE,R,NA,NA,6/25/1982,2003,28
Mikhail Youzhny,m_2004_A_16,47,1st Round,123,0,Australian Open,77,FALSE,R,NA,NA,6/25/1982,2004,29
Mikhail Youzhny,m_2004_F_12,38,1st Round,104,3,French Open,99,TRUE,R,NA,NA,6/25/1982,2004,30
Mikhail Youzhny,m_2004_F_77,38,2nd Round,227,3,French Open,183,TRUE,R,NA,NA,6/25/1982,2004,31
Mikhail Youzhny,m_2004_F_97,38,3rd Round,177,1,French Open,117,FALSE,R,NA,NA,6/25/1982,2004,32
Mikhail Youzhny,m_2004_L_16,35,1st Round,87,0,Wimbledon,81,FALSE,R,NA,NA,6/25/1982,2004,33
Mikhail Youzhny,m_2004_U_107,38,3rd Round,142,2,US Open,118,FALSE,R,NA,NA,6/25/1982,2004,34
Mikhail Youzhny,m_2004_U_55,38,1st Round,76,3,US Open,91,TRUE,R,NA,NA,6/25/1982,2004,35
Mikhail Youzhny,m_2004_U_93,38,2nd Round,238,3,US Open,168,TRUE,R,NA,NA,6/25/1982,2004,36
Mikhail Youzhny,m_2005_A_35,15,1st Round,87,3,Australian Open,96,TRUE,R,NA,NA,6/25/1982,2005,37
Mikhail Youzhny,m_2005_A_81,15,2nd Round,217,2,Australian Open,140,FALSE,R,NA,NA,6/25/1982,2005,38
Mikhail Youzhny,m_2005_F_41,30,1st Round,94,3,French Open,97,TRUE,R,NA,NA,6/25/1982,2005,39
Mikhail Youzhny,m_2005_F_82,30,2nd Round,134,0,French Open,97,FALSE,R,NA,NA,6/25/1982,2005,40
Mikhail Youzhny,m_2005_L_106,34,3rd Round,195,3,Wimbledon,160,TRUE,R,NA,NA,6/25/1982,2005,41
Mikhail Youzhny,m_2005_L_11,34,1st Round,113,3,Wimbledon,109,TRUE,R,NA,NA,6/25/1982,2005,42
Mikhail Youzhny,m_2005_L_116,34,4th Round,125,0,Wimbledon,95,FALSE,R,NA,NA,6/25/1982,2005,43
Mikhail Youzhny,m_2005_L_75,34,2nd Round,149,3,Wimbledon,129,TRUE,R,NA,NA,6/25/1982,2005,44
Mikhail Youzhny,m_2005_U_101,26,3rd Round,177,2,US Open,148,FALSE,R,NA,NA,6/25/1982,2005,45
Mikhail Youzhny,m_2005_U_15,26,1st Round,70,3,US Open,84,TRUE,R,NA,NA,6/25/1982,2005,46
Mikhail Youzhny,m_2005_U_68,26,2nd Round,110,3,US Open,95,TRUE,R,NA,NA,6/25/1982,2005,47
Mikhail Youzhny,m_2006_A_27,42,1st Round,169,1,Australian Open,115,FALSE,R,NA,NA,6/25/1982,2006,48
Mikhail Youzhny,m_2006_F_35,43,1st Round,137,3,French Open,124,TRUE,R,NA,NA,6/25/1982,2006,49
Mikhail Youzhny,m_2006_F_74,43,2nd Round,114,0,French Open,79,FALSE,R,NA,NA,6/25/1982,2006,50
Mikhail Youzhny,m_2006_L_12,41,1st Round,75,3,Wimbledon,94,TRUE,R,NA,NA,6/25/1982,2006,51
Mikhail Youzhny,m_2006_L_72,41,2nd Round,80,2,Wimbledon,85,TRUE,R,NA,NA,6/25/1982,2006,52
Mikhail Youzhny,m_2006_L_98,41,3rd Round,156,1,Wimbledon,94,FALSE,R,NA,NA,6/25/1982,2006,53
Mikhail Youzhny,m_2006_U_113,54,4th Round,77,3,US Open,83,TRUE,R,NA,NA,6/25/1982,2006,54
Mikhail Youzhny,m_2006_U_120,54,Quarterfinals,195,3,US Open,139,TRUE,R,NA,NA,6/25/1982,2006,55
Mikhail Youzhny,m_2006_U_125,54,Semifinals,164,1,US Open,107,FALSE,R,NA,NA,6/25/1982,2006,56
Mikhail Youzhny,m_2006_U_2,54,1st Round,111,3,US Open,102,TRUE,R,NA,NA,6/25/1982,2006,57
Mikhail Youzhny,m_2006_U_74,54,2nd Round,233,3,US Open,163,TRUE,R,NA,NA,6/25/1982,2006,58
Mikhail Youzhny,m_2006_U_97,54,3rd Round,175,3,US Open,144,TRUE,R,NA,NA,6/25/1982,2006,59
Mikhail Youzhny,m_2007_A_15,25,1st Round,118,3,Australian Open,106,TRUE,R,NA,NA,6/25/1982,2007,60
Mikhail Youzhny,m_2007_A_71,25,2nd Round,157,3,Australian Open,113,TRUE,R,NA,NA,6/25/1982,2007,61
Mikhail Youzhny,m_2007_A_97,25,3rd Round,124,0,Australian Open,92,FALSE,R,NA,NA,6/25/1982,2007,62
Mikhail Youzhny,m_2007_F_11,15,1st Round,8,0,French Open,5,TRUE,R,NA,NA,6/25/1982,2007,63
Mikhail Youzhny,m_2007_F_113,15,4th Round,145,0,French Open,96,FALSE,R,NA,NA,6/25/1982,2007,64
Mikhail Youzhny,m_2007_F_70,15,2nd Round,98,3,French Open,83,TRUE,R,NA,NA,6/25/1982,2007,65
Mikhail Youzhny,m_2007_F_96,15,3rd Round,207,3,French Open,154,TRUE,R,NA,NA,6/25/1982,2007,66
Mikhail Youzhny,m_2007_L_106,13,3rd Round,139,3,Wimbledon,116,TRUE,R,NA,NA,6/25/1982,2007,67
Mikhail Youzhny,m_2007_L_117,13,4th Round,185,2,Wimbledon,115,FALSE,R,NA,NA,6/25/1982,2007,68
Mikhail Youzhny,m_2007_L_42,13,1st Round,89,3,Wimbledon,91,TRUE,R,NA,NA,6/25/1982,2007,69
Mikhail Youzhny,m_2007_L_72,13,2nd Round,226,3,Wimbledon,171,TRUE,R,NA,NA,6/25/1982,2007,70
Mikhail Youzhny,m_2007_U_49,11,1st Round,101,3,US Open,86,TRUE,R,NA,NA,6/25/1982,2007,71
Mikhail Youzhny,m_2007_U_90,11,2nd Round,176,1,US Open,114,FALSE,R,NA,NA,6/25/1982,2007,72
Mikhail Youzhny,m_2008_A_114,14,4th Round,144,3,Australian Open,102,TRUE,R,NA,NA,6/25/1982,2008,73
Mikhail Youzhny,m_2008_A_121,14,Quarterfinals,136,0,Australian Open,82,FALSE,R,NA,NA,6/25/1982,2008,74
Mikhail Youzhny,m_2008_A_22,14,1st Round,111,3,Australian Open,100,TRUE,R,NA,NA,6/25/1982,2008,75
Mikhail Youzhny,m_2008_A_72,14,2nd Round,199,3,Australian Open,142,TRUE,R,NA,NA,6/25/1982,2008,76
Mikhail Youzhny,m_2008_A_98,14,3rd Round,94,3,Australian Open,85,TRUE,R,NA,NA,6/25/1982,2008,77
Mikhail Youzhny,m_2008_F_42,15,1st Round,134,3,French Open,108,TRUE,R,NA,NA,6/25/1982,2008,78
Mikhail Youzhny,m_2008_F_80,15,2nd Round,108,3,French Open,102,TRUE,R,NA,NA,6/25/1982,2008,79
Mikhail Youzhny,m_2008_F_99,15,3rd Round,204,1,French Open,120,FALSE,R,NA,NA,6/25/1982,2008,80
Mikhail Youzhny,m_2008_L_109,17,3rd Round,255,3,Wimbledon,187,TRUE,R,NA,NA,6/25/1982,2008,81
Mikhail Youzhny,m_2008_L_116,17,4th Round,131,0,Wimbledon,66,FALSE,R,NA,NA,6/25/1982,2008,82
Mikhail Youzhny,m_2008_L_59,17,1st Round,83,3,Wimbledon,93,TRUE,R,NA,NA,6/25/1982,2008,83
Mikhail Youzhny,m_2008_L_80,17,2nd Round,205,3,Wimbledon,158,TRUE,R,NA,NA,6/25/1982,2008,84
Mikhail Youzhny,m_2009_A_50,40,1st Round,95,0,Australian Open,65,FALSE,R,NA,NA,6/25/1982,2009,85
Mikhail Youzhny,m_2009_F_16,42,1st Round,112,3,French Open,100,TRUE,R,NA,NA,6/25/1982,2009,86
Mikhail Youzhny,m_2009_F_65,42,2nd Round,181,0,French Open,110,FALSE,R,NA,NA,6/25/1982,2009,87
Mikhail Youzhny,m_2009_L_55,44,1st Round,114,0,Wimbledon,76,FALSE,R,NA,NA,6/25/1982,2009,88
Mikhail Youzhny,m_2009_U_0,60,1st Round,176,3,US Open,125,TRUE,R,NA,NA,6/25/1982,2009,89
Mikhail Youzhny,m_2009_U_71,60,2nd Round,187,1,US Open,124,FALSE,R,NA,NA,6/25/1982,2009,90
Mikhail Youzhny,m_2010_A_55,20,1st Round,293,3,Australian Open,187,TRUE,R,NA,NA,6/25/1982,2010,91
Mikhail Youzhny,m_2010_A_87,20,2nd Round,91,3,Australian Open,85,TRUE,R,NA,NA,6/25/1982,2010,92
Mikhail Youzhny,m_2010_F_104,14,3rd Round,170,3,French Open,114,TRUE,R,1.42,1.5,6/25/1982,2010,93
Mikhail Youzhny,m_2010_F_114,14,4th Round,30,1,French Open,27,TRUE,R,1.82,1.97,6/25/1982,2010,94
Mikhail Youzhny,m_2010_F_121,14,Quarterfinals,114,0,French Open,59,FALSE,R,2.72,2.99,6/25/1982,2010,95
Mikhail Youzhny,m_2010_F_3,14,1st Round,96,3,French Open,90,TRUE,R,1.04,1.07,6/25/1982,2010,96
Mikhail Youzhny,m_2010_F_66,14,2nd Round,184,3,French Open,142,TRUE,R,1.05,1.07,6/25/1982,2010,97
Mikhail Youzhny,m_2010_L_37,14,1st Round,193,3,Wimbledon,145,TRUE,R,1.38,1.44,6/25/1982,2010,98
Mikhail Youzhny,m_2010_L_94,14,2nd Round,212,2,Wimbledon,146,FALSE,R,1.23,1.26,6/25/1982,2010,99
Mikhail Youzhny,m_2010_U_111,14,3rd Round,198,3,US Open,154,TRUE,R,1.67,1.74,6/25/1982,2010,100
Mikhail Youzhny,m_2010_U_116,14,4th Round,185,3,US Open,124,TRUE,R,1.32,1.4,6/25/1982,2010,101
Mikhail Youzhny,m_2010_U_122,14,Quarterfinals,240,3,US Open,154,TRUE,R,1.78,1.91,6/25/1982,2010,102
Mikhail Youzhny,m_2010_U_124,14,Semifinals,133,0,US Open,64,FALSE,R,8.82,11.5,6/25/1982,2010,103
Mikhail Youzhny,m_2010_U_60,14,1st Round,97,3,US Open,85,TRUE,R,1.3,1.34,6/25/1982,2010,104
Mikhail Youzhny,m_2010_U_85,14,2nd Round,156,3,US Open,114,TRUE,R,1.31,1.36,6/25/1982,2010,105
Mikhail Youzhny,m_2011_A_105,10,3rd Round,166,1,Australian Open,107,FALSE,R,1.32,1.36,6/25/1982,2011,106
Mikhail Youzhny,m_2011_A_35,10,1st Round,131,3,Australian Open,104,TRUE,R,1.07,1.11,6/25/1982,2011,107
Mikhail Youzhny,m_2011_A_83,10,2nd Round,219,3,Australian Open,156,TRUE,R,1.14,1.17,6/25/1982,2011,108
Mikhail Youzhny,m_2011_F_16,13,1st Round,142,3,French Open,109,TRUE,R,1.05,1.07,6/25/1982,2011,109
Mikhail Youzhny,m_2011_F_73,13,2nd Round,165,3,French Open,110,TRUE,R,1.32,1.37,6/25/1982,2011,110
Mikhail Youzhny,m_2011_F_99,13,3rd Round,138,0,French Open,73,FALSE,R,1.72,1.83,6/25/1982,2011,111
Mikhail Youzhny,m_2011_L_107,17,3rd Round,163,3,Wimbledon,137,TRUE,R,1.82,2.04,6/25/1982,2011,112
Mikhail Youzhny,m_2011_L_118,17,4th Round,182,1,Wimbledon,112,FALSE,R,15.07,26.2,6/25/1982,2011,113
Mikhail Youzhny,m_2011_L_33,17,1st Round,193,3,Wimbledon,143,TRUE,R,1.28,1.33,6/25/1982,2011,114
Mikhail Youzhny,m_2011_L_91,17,2nd Round,117,3,Wimbledon,99,TRUE,R,1.3,1.36,6/25/1982,2011,115
Mikhail Youzhny,m_2011_U_29,15,1st Round,140,0,US Open,83,FALSE,R,1.76,1.9,6/25/1982,2011,116
Mikhail Youzhny,m_2012_A_38,35,1st Round,293,2,Australian Open,189,FALSE,R,1.21,1.25,6/25/1982,2012,117
Mikhail Youzhny,m_2012_F_104,30,3rd Round,101,0,French Open,52,FALSE,R,6.24,7.29,6/25/1982,2012,118
Mikhail Youzhny,m_2012_F_63,30,1st Round,86,3,French Open,93,TRUE,R,1.08,1.11,6/25/1982,2012,119
Mikhail Youzhny,m_2012_F_83,30,2nd Round,145,3,French Open,118,TRUE,R,1.58,1.67,6/25/1982,2012,120
Mikhail Youzhny,m_2012_L_102,33,3rd Round,146,3,Wimbledon,111,TRUE,R,2.51,2.75,6/25/1982,2012,121
Mikhail Youzhny,m_2012_L_112,33,4th Round,256,3,Wimbledon,165,TRUE,R,1.38,1.43,6/25/1982,2012,122
Mikhail Youzhny,m_2012_L_121,33,Quarterfinals,92,0,Wimbledon,59,FALSE,R,6.2,7.5,6/25/1982,2012,123
Mikhail Youzhny,m_2012_L_2,33,1st Round,142,3,Wimbledon,124,TRUE,R,1.04,1.06,6/25/1982,2012,124
Mikhail Youzhny,m_2012_L_73,33,2nd Round,111,3,Wimbledon,100,TRUE,R,1.04,1.06,6/25/1982,2012,125
Mikhail Youzhny,m_2012_U_46,29,1st Round,263,2,US Open,183,FALSE,R,1.3,1.4,6/25/1982,2012,126
Mikhail Youzhny,m_2013_A_14,25,1st Round,239,3,Australian Open,174,TRUE,R,1.17,1.2,6/25/1982,2013,127
Mikhail Youzhny,m_2013_A_70,25,2nd Round,225,2,Australian Open,151,FALSE,R,1.27,1.33,6/25/1982,2013,128
Mikhail Youzhny,m_2013_F_105,31,3rd Round,124,3,French Open,96,TRUE,R,1.66,1.85,6/25/1982,2013,129
Mikhail Youzhny,m_2013_F_116,31,4th Round,84,0,French Open,54,FALSE,R,1.94,2.12,6/25/1982,2013,130
Mikhail Youzhny,m_2013_F_46,31,1st Round,193,3,French Open,153,TRUE,R,1.86,2,6/25/1982,2013,131
Mikhail Youzhny,m_2013_F_87,31,2nd Round,194,3,French Open,152,TRUE,R,1.32,1.41,6/25/1982,2013,132
Mikhail Youzhny,m_2013_L_10,26,1st Round,138,3,Wimbledon,117,TRUE,R,1.13,1.16,6/25/1982,2013,133
Mikhail Youzhny,m_2013_L_103,26,3rd Round,125,3,Wimbledon,103,TRUE,R,1.63,1.74,6/25/1982,2013,134
Mikhail Youzhny,m_2013_L_117,26,4th Round,157,0,Wimbledon,89,FALSE,R,9.67,12.55,6/25/1982,2013,135
Mikhail Youzhny,m_2013_L_70,26,2nd Round,216,3,Wimbledon,165,TRUE,R,1.12,1.15,6/25/1982,2013,136
Mikhail Youzhny,m_2013_U_109,24,3rd Round,149,3,US Open,109,TRUE,R,2.64,2.88,6/25/1982,2013,137
Mikhail Youzhny,m_2013_U_116,24,4th Round,238,3,US Open,145,TRUE,R,1.59,1.7,6/25/1982,2013,138
Mikhail Youzhny,m_2013_U_123,24,Quarterfinals,154,1,US Open,87,FALSE,R,12.24,17.05,6/25/1982,2013,139
Mikhail Youzhny,m_2013_U_49,24,1st Round,151,3,US Open,115,TRUE,R,1.16,1.21,6/25/1982,2013,140
Mikhail Youzhny,m_2013_U_80,24,2nd Round,116,3,US Open,104,TRUE,R,1.57,1.65,6/25/1982,2013,141
Mikhail Youzhny,m_2014_A_2,15,1st Round,109,3,Australian Open,95,TRUE,R,1.25,1.29,6/25/1982,2014,142
Mikhail Youzhny,m_2014_A_66,15,2nd Round,186,2,Australian Open,126,FALSE,R,1.57,1.67,6/25/1982,2014,143
Mikhail Youzhny,m_2014_F_1,16,1st Round,179,3,French Open,137,TRUE,R,1.41,1.47,6/25/1982,2014,144
Mikhail Youzhny,m_2014_F_67,16,2nd Round,141,1,French Open,91,FALSE,R,1.66,1.74,6/25/1982,2014,145
Mikhail Youzhny,m_2014_L_7,16,1st Round,105,3,Wimbledon,94,TRUE,R,1.21,1.26,6/25/1982,2014,146
Mikhail Youzhny,m_2014_L_77,16,2nd Round,183,1,Wimbledon,131,FALSE,R,1.21,1.27,6/25/1982,2014,147
Mikhail Youzhny,m_2014_U_4,23,1st Round,183,1,US Open,154,FALSE,R,1.67,1.76,6/25/1982,2014,148
Mikhail Youzhny,m_2015_A_15,49,1st Round,110,0,Australian Open,51,FALSE,R,5.41,6.27,6/25/1982,2015,149
Mikhail Youzhny,m_2015_F_1,68,1st Round,62,0,French Open,34,FALSE,R,1.64,1.75,6/25/1982,2015,150
Mikhail Youzhny,m_2015_L_35,76,1st Round,0,0,Wimbledon,77,FALSE,R,1.47,1.53,6/25/1982,2015,151
Mikhail Youzhny,m_2015_U_41,93,1st Round,0,3,US Open,132,TRUE,R,1.61,1.69,6/25/1982,2015,152
Mikhail Youzhny,m_2015_U_88,93,2nd Round,0,0,US Open,72,FALSE,R,4.7,5.42,6/25/1982,2015,153
Mikhail Youzhny,m_2016_F_13,78,1st Round,256,2,French Open,176,FALSE,R,2.29,2.4,6/25/1982,2016,154
Mikhail Youzhny,m_2016_L_63,70,1st Round,141,3,Wimbledon,110,TRUE,R,1.1,1.13,6/25/1982,2016,155
Mikhail Youzhny,m_2016_L_95,70,2nd Round,198,2,Wimbledon,128,FALSE,R,4.28,4.85,6/25/1982,2016,156
Mikhail Youzhny,m_2016_U_100,61,3rd Round,31,0,US Open,15,FALSE,R,9.72,12.28,6/25/1982,2016,157
Mikhail Youzhny,m_2016_U_7,61,1st Round,110,3,US Open,98,TRUE,R,1.97,2.05,6/25/1982,2016,158
Mikhail Youzhny,m_2016_U_71,61,2nd Round,134,3,US Open,106,TRUE,R,1.51,1.57,6/25/1982,2016,159
Mikhail Youzhny,m_2017_A_45,70,1st Round,65,0,Australian Open,35,FALSE,R,2.31,2.4,6/25/1982,2017,160
Mikhail Youzhny,m_2017_F_27,86,1st Round,251,2,French Open,176,FALSE,R,2.17,2.3,6/25/1982,2017,161
Mikhail Youzhny,m_2017_L_37,82,1st Round,129,3,Wimbledon,109,TRUE,R,2.51,2.65,6/25/1982,2017,162
Mikhail Youzhny,m_2017_L_90,82,2nd Round,160,1,Wimbledon,117,FALSE,R,9.97,14.5,6/25/1982,2017,163
Mikhail Youzhny,m_2017_U_40,101,1st Round,186,3,US Open,141,TRUE,R,1.57,1.62,6/25/1982,2017,164
Mikhail Youzhny,m_2017_U_90,101,2nd Round,188,2,US Open,143,FALSE,R,13.21,21,6/25/1982,2017,165
Mikhail Youzhny,m_2018_A_4,90,1st Round,143,0,Australian Open,94,FALSE,R,2.27,2.45,6/25/1982,2018,166
Mikhail Youzhny,m_2018_F_35,98,1st Round,213,2,French Open,145,FALSE,R,3.55,3.8,6/25/1982,2018,167
Mikhail Youzhny,m_2018_L_12,102,1st Round,160,1,Wimbledon,129,FALSE,R,2.01,2.1,6/25/1982,2018,168
Mikhail Youzhny,m_2018_U_54,106,1st Round,163,1,US Open,103,FALSE,R,3.04,3.2,6/25/1982,2018,169
Miles Maclagan,m_2000_L_38,353,1st Round,155,1,Wimbledon,128,FALSE,R,NA,NA,9/23/1974,2000,1
Milos Raonic,m_2010_U_13,247,1st Round,121,1,US Open,98,FALSE,R,1.78,1.85,12/27/1990,2010,1
Milos Raonic,m_2011_A_105,152,3rd Round,166,3,Australian Open,123,TRUE,R,3.24,3.7,12/27/1990,2011,2
Milos Raonic,m_2011_A_118,152,4th Round,156,1,Australian Open,109,FALSE,R,4.46,5.2,12/27/1990,2011,3
Milos Raonic,m_2011_A_58,152,1st Round,127,3,Australian Open,115,TRUE,R,1.61,1.72,12/27/1990,2011,4
Milos Raonic,m_2011_A_81,152,2nd Round,138,3,Australian Open,113,TRUE,R,2.48,2.65,12/27/1990,2011,5
Milos Raonic,m_2011_F_43,27,1st Round,150,1,French Open,104,FALSE,R,1.18,1.25,12/27/1990,2011,6
Milos Raonic,m_2011_L_6,25,1st Round,96,3,Wimbledon,99,TRUE,R,1.04,1.06,12/27/1990,2011,7
Milos Raonic,m_2011_L_75,25,2nd Round,24,0,Wimbledon,14,FALSE,R,1.33,1.42,12/27/1990,2011,8
Milos Raonic,m_2012_A_111,25,3rd Round,186,1,Australian Open,122,FALSE,R,1.32,1.4,12/27/1990,2012,9
Milos Raonic,m_2012_A_42,25,1st Round,91,3,Australian Open,93,TRUE,R,1.01,1.02,12/27/1990,2012,10
Milos Raonic,m_2012_A_80,25,2nd Round,175,3,Australian Open,136,TRUE,R,1.28,1.34,12/27/1990,2012,11
Milos Raonic,m_2012_F_109,22,3rd Round,273,2,French Open,175,FALSE,R,1.9,2.07,12/27/1990,2012,12
Milos Raonic,m_2012_F_39,22,1st Round,102,3,French Open,86,TRUE,R,1.13,1.17,12/27/1990,2012,13
Milos Raonic,m_2012_F_80,22,2nd Round,116,3,French Open,97,TRUE,R,1.07,1.1,12/27/1990,2012,14
Milos Raonic,m_2012_L_58,22,1st Round,91,3,Wimbledon,95,TRUE,R,1.08,1.12,12/27/1990,2012,15
Milos Raonic,m_2012_L_95,22,2nd Round,183,1,Wimbledon,153,FALSE,R,1.22,1.26,12/27/1990,2012,16
Milos Raonic,m_2012_U_101,16,3rd Round,108,3,US Open,103,TRUE,R,1.35,1.4,12/27/1990,2012,17
Milos Raonic,m_2012_U_115,16,4th Round,120,0,US Open,68,FALSE,R,3.67,4.15,12/27/1990,2012,18
Milos Raonic,m_2012_U_26,16,1st Round,205,3,US Open,154,TRUE,R,1.07,1.1,12/27/1990,2012,19
Milos Raonic,m_2012_U_74,16,2nd Round,130,3,US Open,91,TRUE,R,1.19,1.22,12/27/1990,2012,20
Milos Raonic,m_2013_A_109,15,3rd Round,112,3,Australian Open,99,TRUE,R,1.65,1.75,12/27/1990,2013,21
Milos Raonic,m_2013_A_119,15,4th Round,113,0,Australian Open,73,FALSE,R,6.77,8.7,12/27/1990,2013,22
Milos Raonic,m_2013_A_39,15,1st Round,145,3,Australian Open,133,TRUE,R,1.03,1.05,12/27/1990,2013,23
Milos Raonic,m_2013_A_85,15,2nd Round,108,3,Australian Open,102,TRUE,R,1.2,1.24,12/27/1990,2013,24
Milos Raonic,m_2013_F_100,16,3rd Round,144,0,French Open,102,FALSE,R,1.63,1.7,12/27/1990,2013,25
Milos Raonic,m_2013_F_3,16,1st Round,116,3,French Open,116,TRUE,R,1.08,1.1,12/27/1990,2013,26
Milos Raonic,m_2013_F_73,16,2nd Round,160,3,French Open,144,TRUE,R,1.29,1.36,12/27/1990,2013,27
Milos Raonic,m_2013_L_55,15,1st Round,106,3,Wimbledon,102,TRUE,R,1.12,1.15,12/27/1990,2013,28
Milos Raonic,m_2013_L_87,15,2nd Round,129,0,Wimbledon,93,FALSE,R,1.38,1.5,12/27/1990,2013,29
Milos Raonic,m_2013_U_114,11,4th Round,280,2,US Open,207,FALSE,R,1.67,1.8,12/27/1990,2013,30
Milos Raonic,m_2013_U_21,11,1st Round,132,3,US Open,116,TRUE,R,1.04,1.06,12/27/1990,2013,31
Milos Raonic,m_2013_U_77,11,2nd Round,122,3,US Open,102,TRUE,R,1.07,1.1,12/27/1990,2013,32
Milos Raonic,m_2013_U_97,11,3rd Round,157,3,US Open,134,TRUE,R,1.38,1.43,12/27/1990,2013,33
Milos Raonic,m_2014_A_106,11,3rd Round,156,1,Australian Open,107,FALSE,R,1.73,1.82,12/27/1990,2014,34
Milos Raonic,m_2014_A_36,11,1st Round,144,3,Australian Open,127,TRUE,R,1.03,1.05,12/27/1990,2014,35
Milos Raonic,m_2014_A_89,11,2nd Round,139,3,Australian Open,116,TRUE,R,1.13,1.15,12/27/1990,2014,36
Milos Raonic,m_2014_F_0,9,1st Round,120,3,French Open,111,TRUE,R,1.08,1.1,12/27/1990,2014,37
Milos Raonic,m_2014_F_102,9,3rd Round,196,3,French Open,144,TRUE,R,1.43,1.46,12/27/1990,2014,38
Milos Raonic,m_2014_F_114,9,4th Round,114,3,French Open,96,TRUE,R,1.18,1.21,12/27/1990,2014,39
Milos Raonic,m_2014_F_120,9,Quarterfinals,142,0,French Open,98,FALSE,R,8.32,11.13,12/27/1990,2014,40
Milos Raonic,m_2014_F_74,9,2nd Round,128,3,French Open,105,TRUE,R,1.25,1.31,12/27/1990,2014,41
Milos Raonic,m_2014_L_105,9,3rd Round,106,3,Wimbledon,99,TRUE,R,1.11,1.13,12/27/1990,2014,42
Milos Raonic,m_2014_L_118,9,4th Round,147,3,Wimbledon,125,TRUE,R,1.83,1.99,12/27/1990,2014,43
Milos Raonic,m_2014_L_123,9,Quarterfinals,144,3,Wimbledon,144,TRUE,R,1.37,1.4,12/27/1990,2014,44
Milos Raonic,m_2014_L_125,9,Semifinals,101,0,Wimbledon,75,FALSE,R,3.06,3.4,12/27/1990,2014,45
Milos Raonic,m_2014_L_49,9,1st Round,95,3,Wimbledon,91,TRUE,R,1.12,1.15,12/27/1990,2014,46
Milos Raonic,m_2014_L_85,9,2nd Round,103,3,Wimbledon,98,TRUE,R,1.18,1.23,12/27/1990,2014,47
Milos Raonic,m_2014_U_115,6,4th Round,259,2,US Open,175,FALSE,R,1.78,1.89,12/27/1990,2014,48
Milos Raonic,m_2014_U_18,6,1st Round,115,3,US Open,104,TRUE,R,1.02,1.04,12/27/1990,2014,49
Milos Raonic,m_2014_U_78,6,2nd Round,186,3,US Open,147,TRUE,R,1.08,1.11,12/27/1990,2014,50
Milos Raonic,m_2014_U_97,6,3rd Round,163,3,US Open,134,TRUE,R,1.05,1.08,12/27/1990,2014,51
Milos Raonic,m_2015_A_104,8,3rd Round,101,3,Australian Open,93,TRUE,R,1.07,1.1,12/27/1990,2015,52
Milos Raonic,m_2015_A_118,8,4th Round,185,3,Australian Open,166,TRUE,R,1.16,1.19,12/27/1990,2015,53
Milos Raonic,m_2015_A_123,8,Quarterfinals,120,0,Australian Open,77,FALSE,R,6.27,7.75,12/27/1990,2015,54
Milos Raonic,m_2015_A_41,8,1st Round,126,3,Australian Open,106,TRUE,R,1.05,1.08,12/27/1990,2015,55
Milos Raonic,m_2015_A_95,8,2nd Round,102,3,Australian Open,98,TRUE,R,1.06,1.09,12/27/1990,2015,56
Milos Raonic,m_2015_L_16,8,1st Round,0,3,Wimbledon,118,TRUE,R,1.02,1.04,12/27/1990,2015,57
Milos Raonic,m_2015_L_69,8,2nd Round,0,3,Wimbledon,130,TRUE,R,1.15,1.17,12/27/1990,2015,58
Milos Raonic,m_2015_L_97,8,3rd Round,0,1,Wimbledon,124,FALSE,R,1.47,1.55,12/27/1990,2015,59
Milos Raonic,m_2015_U_101,10,3rd Round,0,0,US Open,92,FALSE,R,1.55,1.63,12/27/1990,2015,60
Milos Raonic,m_2015_U_13,10,1st Round,0,3,US Open,113,TRUE,R,1.06,1.08,12/27/1990,2015,61
Milos Raonic,m_2015_U_69,10,2nd Round,0,3,US Open,137,TRUE,R,1.5,1.63,12/27/1990,2015,62
Milos Raonic,m_2016_A_105,14,3rd Round,105,3,Australian Open,92,TRUE,R,1.2,1.24,12/27/1990,2016,63
Milos Raonic,m_2016_A_117,14,4th Round,224,3,Australian Open,167,TRUE,R,2.34,2.45,12/27/1990,2016,64
